customer_id,gross_revenue,recency_days,purchases,unique_products_purchased,items_purchased,avg_ticket,avg_recency_days,frequency,number_returns,monetary_returns,avg_basket_size,unique_avg_basket,delta_buy_return,embedding_x,embedding_y,embedding_z,embedding_a,embedding_b,embedding_c,embedding_d,embedding_e,embedding_f,embedding_g,cluster
15983,1475.02,22.0,4.0,113.0,892.0,368.755,117.0,0.011363636363636364,0.0,0.0,223.0,28.25,0.0,6.703875,-2.0077543,5.6592374,10.046223,6.522315,9.822615,5.474065,6.2305593,4.813661,6.4461107,5
14849,7930.54,21.0,25.0,388.0,5694.0,317.2216,23.466666666666665,0.0708215297450425,3.0,26.259999999999998,227.76,15.52,0.0033112499274954793,-1.071569,9.544822,11.304319,6.230056,3.7965205,8.300956,1.7698685,6.1111884,6.4757214,5.5926957,10
16210,21076.3,1.0,17.0,122.0,7558.0,1239.7823529411767,24.8,0.045576407506702415,0.0,0.0,444.5882352941176,7.176470588235294,0.0,-0.8721086,9.513883,11.520993,6.2795544,3.9635584,8.177912,0.78837126,6.1380963,6.3113604,5.8426075,10
17897,566.6,172.0,3.0,114.0,229.0,188.86666666666667,100.5,0.01485148514851485,1.0,25.5,76.33333333333333,38.0,0.045005294740557714,11.246522,9.978976,4.449255,3.4681964,5.443707,7.8502445,5.704149,9.779455,4.243588,2.584825,2
17377,4100.92,23.0,20.0,418.0,2076.0,205.046,17.5,0.05698005698005698,1.0,175.0,103.8,20.9,0.04267335134555173,-0.99947625,8.984271,4.8305945,3.3934786,3.624759,7.274749,12.708263,6.706344,6.036378,5.8350883,9
16552,379.73,242.0,2.0,17.0,219.0,189.86500000000004,131.0,0.015151515151515152,0.0,0.0,109.5,8.5,0.0,11.096299,10.100298,4.5571575,3.915669,5.106523,7.8369184,5.3840914,9.797191,4.104673,2.3963506,2
17181,239.92000000000002,57.0,2.0,23.0,241.0,119.96000000000001,316.0,0.006309148264984227,0.0,0.0,120.5,11.5,0.0,10.7646,10.488114,5.192875,5.937221,3.8056514,8.379446,3.9995546,8.234499,3.1816516,1.0152352,2
17951,1008.5400000000001,39.0,3.0,20.0,616.0,336.18,111.33333333333333,0.008955223880597015,1.0,17.700000000000003,205.33333333333334,6.666666666666667,0.017550121958474628,8.796291,-0.6784683,7.3499355,1.437724,-0.23824537,4.7461233,4.4319253,7.2517424,9.072864,3.4644926,7
12748,32317.32,0.0,206.0,4580.0,25511.0,156.8801941747573,3.330357142857143,0.5508021390374331,11.0,1830.79,123.83980582524272,22.233009708737864,0.05665042769635601,0.70725095,9.674894,11.890617,5.5467796,4.288484,7.9433427,-1.1764346,6.635455,6.0803304,5.4572988,10
15012,423.04,53.0,2.0,128.0,231.0,211.51999999999998,320.0,0.006230529595015576,0.0,0.0,115.5,64.0,0.0,11.121445,10.082613,4.549768,3.833525,5.147165,7.8865886,5.432942,9.755275,4.0864515,2.4033067,2
12868,1607.0600000000002,185.0,6.0,107.0,928.0,267.84333333333336,37.6,0.031746031746031744,0.0,0.0,154.66666666666666,17.833333333333332,0.0,6.567245,-1.8561622,5.464084,9.896951,6.7366343,10.064429,5.4428105,6.094633,4.977521,6.5475307,5
17572,226.75000000000003,71.0,4.0,12.0,95.0,56.6875,100.66666666666667,0.013201320132013201,0.0,0.0,23.75,3.0,0.0,11.681682,11.173269,2.2259696,10.624498,-0.90014946,8.405588,5.0603876,5.5164323,5.265369,5.7001467,3
14078,1049.37,101.0,6.0,65.0,310.0,174.89499999999998,54.4,0.02197802197802198,0.0,0.0,51.666666666666664,10.833333333333334,0.0,10.51378,9.790436,5.659595,-0.34659836,4.516166,10.252543,4.9536858,6.3562202,2.238182,2.5355012,2
14001,2043.0800000000002,45.0,3.0,39.0,962.0,681.0266666666666,164.0,0.00911854103343465,0.0,0.0,320.6666666666667,13.0,0.0,6.6966105,-1.9089535,5.56698,9.62534,7.081635,10.275065,4.8068576,6.126226,5.473643,6.4101157,5
12662,3543.78,0.0,11.0,220.0,2041.0,322.1618181818182,37.3,0.029411764705882353,1.0,32.699999999999996,185.54545454545453,20.0,0.009227435111660428,-1.0409609,8.74261,4.638399,3.2622013,3.5952096,7.4226084,12.744298,6.6011724,6.0195265,5.7073507,9
15525,823.42,2.0,3.0,177.0,414.0,274.4733333333333,185.5,0.008064516129032258,1.0,14.899999999999999,138.0,59.0,0.01809526122756309,11.616704,6.973631,5.216494,-2.2676034,3.519831,10.330093,4.6109405,4.4862247,6.752065,9.335921,1
17905,800.24,71.0,4.0,34.0,407.0,200.06,100.66666666666667,0.013201320132013201,0.0,0.0,101.75,8.5,0.0,11.53551,6.904082,5.3474617,-2.2992918,3.569413,10.304387,4.599594,4.375529,6.479948,9.141165,1
15485,2575.0,30.0,3.0,86.0,1306.0,858.3333333333334,171.5,0.00872093023255814,0.0,0.0,435.3333333333333,28.666666666666668,0.0,0.44392464,4.0176516,-2.4532464,2.7728508,3.0624003,8.783154,-1.1510834,6.373764,7.468195,5.7033443,8
12433,13375.87,0.0,7.0,420.0,11071.0,1910.8385714285716,74.6,0.01871657754010695,0.0,0.0,1581.5714285714287,60.0,0.0,-0.8621214,9.516071,11.531417,6.283025,3.9722176,8.171481,0.7264721,6.145048,6.302333,5.853069,10
16955,518.67,184.0,4.0,25.0,266.0,129.6675,47.25,0.021052631578947368,1.0,25.0,66.5,6.25,0.04820020436886653,10.747531,8.499245,5.626177,1.3231002,2.9756541,10.963375,3.5626655,5.5829735,0.65226394,0.68256795,2
15605,1198.23,36.0,5.0,67.0,441.0,239.64600000000002,84.25,0.014792899408284023,0.0,0.0,88.2,13.4,0.0,11.696994,6.918503,5.364392,-2.3555403,3.4818413,10.427901,4.53587,4.2434855,6.812657,9.707821,1
18144,2888.75,7.0,12.0,43.0,1343.0,240.72916666666666,36.6,0.0326975476839237,0.0,0.0,111.91666666666667,3.5833333333333335,0.0,0.8339261,4.0940695,-2.8882842,2.3542626,3.4901812,8.632982,-1.0013604,6.2093215,6.983704,4.9997883,8
15922,369.5,373.0,1.0,11.0,138.0,369.5,1.0,1.0,1.0,5.9,138.0,11.0,0.015967523680649527,11.125135,9.603269,4.712537,6.1189976,10.272023,-0.39058682,4.0281734,0.18238646,3.779698,4.9548664,4
14594,379.83,7.0,2.0,53.0,185.0,189.915,366.0,0.005449591280653951,0.0,0.0,92.5,26.5,0.0,10.547467,10.324484,4.2948194,7.0219936,6.1515665,4.951361,4.698114,11.573941,9.117204,8.793526,4
14911,140450.72,1.0,199.0,5673.0,80263.0,705.7825125628141,2.6013986013986012,0.5335120643431636,44.0,7443.59,403.3316582914573,28.507537688442213,0.05299787712017425,1.1982677,9.711077,12.063386,5.503519,4.3266673,7.851433,-1.8602146,6.882839,6.1020284,5.31334,10
16456,2158.37,99.0,5.0,111.0,1148.0,431.674,68.5,0.01818181818181818,0.0,0.0,229.6,22.2,0.0,6.349401,-0.59709525,4.5877576,9.412393,8.3710785,11.167143,4.501073,6.1756454,8.364415,4.5553827,5
17841,40967.72,1.0,124.0,7838.0,23053.0,330.3848387096774,3.3214285714285716,0.3324396782841823,45.0,634.5,185.91129032258064,63.20967741935484,0.015487803568272776,0.69908756,9.673797,11.888161,5.5476255,4.2875795,7.943934,-1.164184,6.631397,6.0801826,5.457576,10
12472,6068.11,32.0,7.0,332.0,4120.0,866.8728571428572,28.583333333333332,0.020710059171597635,6.0,342.63,588.5714285714286,47.42857142857143,0.05646403905005018,-1.2168711,9.5626135,10.969718,6.210145,3.4977756,8.411327,3.0759568,6.021316,6.6125975,5.282857,10
17346,2676.56,3.0,15.0,500.0,1657.0,178.43733333333333,28.46153846153846,0.04043126684636118,1.0,64.98,110.46666666666667,33.333333333333336,0.02427743073198434,-1.0181116,6.2743983,-1.6287487,2.240027,3.483525,7.132323,6.8119364,6.6558886,4.762196,7.2012205,8
17873,1729.7800000000002,80.0,5.0,43.0,1046.0,345.956,73.25,0.017006802721088437,1.0,94.80000000000001,209.2,8.6,0.054804657239648974,6.4898086,-0.996404,4.9059086,10.031271,7.701638,10.629602,4.69657,6.124514,7.7723064,5.059332,5
13093,7832.47,275.0,8.0,159.0,3961.0,979.05875,11.777777777777779,0.08080808080808081,5.0,91.0,495.125,19.875,0.011618301761768637,-1.2161446,9.566665,10.969782,6.212706,3.49815,8.409024,3.1186395,6.021447,6.6102095,5.28328,10
12921,16587.09,9.0,37.0,720.0,9526.0,448.29972972972973,10.882352941176471,0.10136986301369863,13.0,197.35,257.4594594594595,19.45945945945946,0.011897807270594179,-0.7817642,9.459054,11.468763,6.2410517,3.889728,8.250981,0.44711012,6.0368586,6.3763638,5.855181,10
13468,5704.97,1.0,37.0,302.0,2589.0,154.1883783783784,9.538461538461538,0.09919571045576407,4.0,48.22,69.97297297297297,8.162162162162161,0.008452279328375082,-0.9036792,9.84604,5.6566505,3.6533022,3.674176,7.1286535,12.3299,6.9146886,6.179449,5.974936,9
17760,287.59,21.0,2.0,25.0,239.0,143.795,352.0,0.0056657223796034,0.0,0.0,119.5,12.5,0.0,10.768315,10.493553,5.2073627,5.94528,3.8133295,8.371347,4.0123305,8.244671,3.1911197,1.0249082,2
16928,2839.65,80.0,17.0,208.0,2113.0,167.03823529411764,17.235294117647058,0.05782312925170068,2.0,66.1,124.29411764705883,12.235294117647058,0.02327751659535506,-0.9791702,9.144522,5.3305373,3.3934612,3.4216905,7.498538,12.576202,6.553719,5.847323,5.522729,9
16048,256.44,373.0,2.0,8.0,144.0,128.22000000000003,288.0,2.0,1.0,12.75,72.0,4.0,0.04971923256902199,11.903954,10.949706,2.5390382,10.063732,-0.22828282,8.9256115,5.572979,6.3653855,5.595072,4.227267,3
14496,538.8100000000001,311.0,2.0,19.0,159.0,269.40500000000003,62.0,0.031746031746031744,0.0,0.0,79.5,9.5,0.0,10.648119,10.305236,4.2901907,6.864701,6.777697,4.9967213,4.7854223,11.474524,9.182369,8.985787,4
14696,2078.95,4.0,7.0,130.0,1630.0,296.9928571428572,46.125,0.01891891891891892,2.0,7.98,232.85714285714286,18.571428571428573,0.003838476153827654,-0.38134006,5.67191,-1.9625096,2.0749733,2.8438592,7.7709255,5.3368435,6.861405,4.7967973,6.6660433,8
16539,1388.81,2.0,4.0,45.0,477.0,347.2025,123.66666666666667,0.010752688172043012,0.0,0.0,119.25,11.25,0.0,11.573273,6.9334216,5.0991483,-2.1676803,3.5165799,10.258095,4.684557,4.629768,6.951527,9.360656,1
17025,357.77,60.0,3.0,9.0,235.0,119.25666666666666,313.0,0.009554140127388535,0.0,0.0,78.33333333333333,3.0,0.0,10.739229,10.465927,5.228555,5.925547,3.7845254,8.399713,4.0286946,8.217532,3.1629796,1.0150044,2
13777,25977.16,0.0,33.0,197.0,12897.0,787.1866666666666,12.433333333333334,0.08823529411764706,7.0,219.06,390.8181818181818,5.96969696969697,0.00843279249925704,0.678614,9.671505,11.878739,5.552602,4.28201,7.945025,-1.1432413,6.6241536,6.089496,5.4711857,10
17690,4757.95,30.0,15.0,256.0,1773.0,317.19666666666666,26.384615384615383,0.0436046511627907,1.0,9.5,118.2,17.066666666666666,0.0019966582246555764,-0.5270857,5.7763624,-1.9281112,2.1921058,2.9800627,7.5846987,5.7609677,6.8548055,4.7096233,6.7714314,8
12947,1603.99,143.0,6.0,97.0,1165.0,267.33166666666665,23.0,0.025974025974025976,5.0,196.7,194.16666666666666,16.166666666666668,0.12263168722997025,6.489629,-0.76639676,4.6883755,9.816579,8.031045,10.87035,4.5560694,6.2513127,8.291102,4.786424,5
17460,622.4300000000001,94.0,6.0,29.0,236.0,103.73833333333334,42.142857142857146,0.02142857142857143,2.0,169.8,39.333333333333336,4.833333333333333,0.27280176084057645,10.844712,10.571082,5.1935706,6.029462,3.876171,8.29697,3.9751828,8.314243,3.262722,1.0964953,2
18229,7276.900000000001,11.0,20.0,164.0,2488.0,363.84499999999997,19.05263157894737,0.05509641873278237,0.0,0.0,124.4,8.2,0.0,-0.9258454,9.914391,5.7036805,3.6217544,3.7163184,7.083146,12.299545,6.955566,6.1832438,5.995406,9
17069,2709.7000000000003,28.0,9.0,143.0,1506.0,301.0777777777778,38.333333333333336,0.02601156069364162,4.0,54.480000000000004,167.33333333333334,15.88888888888889,0.020105546739491456,0.16485682,4.8422174,-2.1153092,1.5227184,2.5472026,8.22712,1.2164109,6.239015,5.5478277,5.7340903,8
14606,12021.65,1.0,91.0,2698.0,6215.0,132.10604395604395,4.275862068965517,0.24396782841823056,35.0,439.55,68.2967032967033,29.64835164835165,0.03656320055899149,-1.0909004,9.493825,11.312936,6.2815456,3.8177016,8.282264,1.4912624,6.038885,6.524056,5.6031775,10
16835,180.85,128.0,2.0,10.0,61.0,90.425,245.0,0.008130081300813009,0.0,0.0,30.5,5.0,0.0,10.208944,11.269986,2.7011247,11.482171,-2.1413398,8.118446,3.849145,2.7076995,4.805371,7.8074384,3
15235,2247.51,217.0,12.0,143.0,1324.0,187.29250000000002,17.333333333333332,0.07643312101910828,0.0,0.0,110.33333333333333,11.916666666666666,0.0,0.82852805,4.08936,-2.8845742,2.3569658,3.4848125,8.635096,-1.0033989,6.212355,6.984991,5.0021853,8
13576,6717.34,10.0,18.0,126.0,2646.0,373.18555555555554,19.105263157894736,0.04945054945054945,2.0,14.040000000000001,147.0,7.0,0.002090113050701617,-0.8035246,10.245944,7.059095,3.9423633,3.4574664,7.0365224,12.071545,6.657447,6.168798,5.540398,9
13090,8895.82,8.0,13.0,154.0,2262.0,684.2938461538462,24.266666666666666,0.03561643835616438,4.0,221.43,174.0,11.846153846153847,0.024891465879480476,-0.8907438,9.902766,5.9164095,3.7119088,3.5457656,7.2455597,12.263328,6.849709,6.1557474,5.880776,9
15694,6464.4,0.0,13.0,77.0,1676.0,497.2615384615384,28.615384615384617,0.03485254691689008,1.0,55.800000000000004,128.92307692307693,5.923076923076923,0.008631891590866903,-0.9505213,6.161906,-1.6815195,2.3014398,3.4480386,7.1872125,6.7003427,6.738521,4.673353,7.143581,8
14741,1400.34,11.0,6.0,59.0,841.0,233.39000000000001,72.2,0.016574585635359115,0.0,0.0,140.16666666666666,9.833333333333334,0.0,7.9373684,-1.8056182,6.727171,5.252698,1.7733166,6.2937264,4.637089,6.8075933,-1.1826525,8.206648,6
13715,1079.34,281.0,5.0,105.0,563.0,215.86800000000002,18.2,0.05434782608695652,3.0,25.4,112.6,21.0,0.023532899735023257,8.542725,-1.13803,7.40309,1.440226,-0.37072164,4.369075,4.6173635,7.350398,9.107713,3.184847,7
14092,4076.91,7.0,14.0,214.0,2066.0,291.2078571428571,26.071428571428573,0.03977272727272727,3.0,13.81,147.57142857142858,15.285714285714286,0.003387369355713028,-1.047233,8.769052,4.6063023,3.2904356,3.6278613,7.3521466,12.754887,6.641113,6.0449376,5.7858424,9
15752,2637.38,39.0,7.0,411.0,1978.0,376.7685714285714,55.5,0.020958083832335328,1.0,8.45,282.57142857142856,58.714285714285715,0.003203937240746498,-0.46174234,5.4911838,-2.410809,2.060084,3.2602239,7.3064938,6.6959143,6.7774544,4.5972424,6.8363595,8
14047,1308.6100000000001,8.0,5.0,32.0,381.0,261.72200000000004,72.8,0.0136986301369863,2.0,18.6,76.2,6.4,0.014213554840632426,11.443097,6.886462,5.416891,-2.2642286,3.6214318,10.242536,4.627251,4.378483,6.247074,8.853458,1
13941,5112.96,21.0,5.0,45.0,2364.0,1022.592,58.5,0.014204545454545454,2.0,200.55,472.8,9.0,0.039223854675178374,-0.88254666,9.959905,5.9903755,3.7386634,3.5338945,7.2474723,12.229174,6.860684,6.1719604,5.88614,9
17017,8694.26,2.0,20.0,252.0,6673.0,434.713,18.5,0.05390835579514825,7.0,120.15,333.65,12.6,0.013819462495945602,-1.0917885,9.503009,11.283935,6.273799,3.7869077,8.295284,1.5646709,6.032641,6.5253425,5.5727134,10
14135,4690.31,1.0,15.0,134.0,3850.0,312.68733333333336,28.53846153846154,0.04032258064516129,0.0,0.0,256.6666666666667,8.933333333333334,0.0,-1.1961281,10.226141,10.68928,6.1677904,3.7593536,8.004596,4.35599,6.109804,6.412845,4.9966493,10
12471,17424.05,2.0,27.0,439.0,8104.0,645.3351851851852,10.277777777777779,0.0743801652892562,18.0,1065.1299999999999,300.14814814814815,16.25925925925926,0.0611298750864466,-0.75355285,9.4554405,11.467586,6.226924,3.887743,8.252731,0.42851153,6.0358953,6.381039,5.846064,10
15601,6776.56,11.0,14.0,410.0,4983.0,484.04,22.5625,0.03867403314917127,3.0,31.2,355.92857142857144,29.285714285714285,0.004604105918046914,-1.1478683,9.759182,11.103445,6.287462,3.6824615,8.242072,2.8350854,6.0543976,6.4884005,5.4009485,10
13418,6127.43,11.0,18.0,304.0,3918.0,340.4127777777778,21.235294117647058,0.049723756906077346,5.0,281.98999999999995,217.66666666666666,16.88888888888889,0.046020925575649164,-1.369274,9.3522835,10.637141,6.052126,3.1433942,8.65642,3.9136631,5.9779773,6.871946,5.024095,10
14766,2473.37,8.0,6.0,135.0,1349.0,412.2283333333333,52.0,0.016713091922005572,2.0,50.3,224.83333333333334,22.5,0.020336625737354296,0.59149474,4.013385,-2.637922,2.6436903,3.2357543,8.760478,-1.1166415,6.346975,7.300363,5.4182987,8
15658,1024.1000000000001,190.0,5.0,48.0,242.0,204.82,30.333333333333332,0.0273224043715847,3.0,65.2,48.4,9.6,0.06366565765062004,10.878962,10.230812,5.108867,1.6506528,4.7088313,9.399346,5.3769836,8.078713,2.787876,1.757464,2
14388,3212.84,10.0,8.0,186.0,1941.0,401.605,40.44444444444444,0.02203856749311295,2.0,40.8,242.625,23.25,0.012699045081610039,-0.34601277,5.4576683,-2.5141585,1.9243681,3.2203813,7.3764973,6.574949,6.7151484,4.6886396,6.764237,8
14901,1421.29,11.0,9.0,96.0,661.0,157.92111111111112,45.125,0.024861878453038673,1.0,6.3,73.44444444444444,10.666666666666666,0.004432592926144559,8.712629,-1.0692642,7.4331217,1.8891366,-0.43805024,4.997422,4.180612,7.231177,7.154913,4.0957975,7
18041,4183.39,11.0,21.0,472.0,3819.0,199.20904761904762,19.0,0.058011049723756904,1.0,22.25,181.85714285714286,22.476190476190474,0.005318653054102056,-1.1700839,10.259331,10.710835,6.1827216,3.7956276,7.9714513,4.344367,6.1028347,6.379492,5.0135574,10
15955,4416.26,24.0,14.0,183.0,2135.0,315.44714285714286,34.8,0.04011461318051576,2.0,26.45,152.5,13.071428571428571,0.005989230706525431,-1.0176538,8.876954,4.7023063,3.3395092,3.6304715,7.305525,12.726722,6.67553,6.0460486,5.818258,9
16244,1522.75,211.0,2.0,91.0,855.0,761.375,161.0,0.012345679012345678,0.0,0.0,427.5,45.5,0.0,7.469907,-1.0083847,7.0180216,5.7930584,2.5363948,6.213652,5.2726254,7.387974,-1.1893048,8.366189,6
15111,1567.48,29.0,3.0,84.0,710.0,522.4933333333333,171.5,0.00872093023255814,0.0,0.0,236.66666666666666,28.0,0.0,7.848052,-1.3226715,7.458634,4.703155,1.5228233,5.8076177,4.765663,7.1570063,-1.1658723,8.039567,6
